algorithm,instance_id,family,k_final,d_final,time_sec,hit,status,error
GAA_Algorithm_1,R101,R1,8,1502.195928477025,3.36080265045166,N/A,success,
GAA_Algorithm_2,R101,R1,8,1172.1800291715338,0.18393564224243164,N/A,success,
GAA_Algorithm_3,R101,R1,20,1918.9730412476035,0.499758243560791,N/A,success,
GAA_Algorithm_1,R102,R1,8,1322.5517629919175,3.4204392433166504,N/A,success,
GAA_Algorithm_2,R102,R1,8,1172.1800291715338,0.17791223526000977,N/A,success,
GAA_Algorithm_3,R102,R1,19,1896.3451530965842,0.6134688854217529,N/A,success,
GAA_Algorithm_1,R103,R1,8,1274.513462902278,4.358593940734863,N/A,success,
GAA_Algorithm_2,R103,R1,8,1172.1800291715338,0.181884765625,N/A,success,
GAA_Algorithm_3,R103,R1,15,1583.53454367954,0.6868863105773926,N/A,success,
GAA_Algorithm_1,R104,R1,8,1436.3647446545858,3.818633556365967,N/A,success,
GAA_Algorithm_2,R104,R1,8,1172.1800291715338,0.17886853218078613,N/A,success,
GAA_Algorithm_3,R104,R1,11,1239.4339893445847,0.792421817779541,N/A,success,
GAA_Algorithm_1,R105,R1,8,1507.6608267705956,3.5860302448272705,N/A,success,
GAA_Algorithm_2,R105,R1,8,1172.1800291715338,0.1754932403564453,N/A,success,
GAA_Algorithm_3,R105,R1,16,1606.2052147348402,0.5863821506500244,N/A,success,
GAA_Algorithm_1,R106,R1,8,1427.2451188248494,3.499305248260498,N/A,success,
GAA_Algorithm_2,R106,R1,8,1172.1800291715338,0.1877422332763672,N/A,success,
GAA_Algorithm_3,R106,R1,16,1658.1193202808224,0.6574656963348389,N/A,success,
GAA_Algorithm_1,R107,R1,8,1371.344643352995,2.5679492950439453,N/A,success,
GAA_Algorithm_2,R107,R1,8,1172.1800291715338,0.17311739921569824,N/A,success,
GAA_Algorithm_3,R107,R1,14,1472.1475144689014,0.7185080051422119,N/A,success,
GAA_Algorithm_1,R108,R1,8,1398.536370392606,2.8639602661132812,N/A,success,
GAA_Algorithm_2,R108,R1,8,1172.1800291715338,0.19064068794250488,N/A,success,
GAA_Algorithm_3,R108,R1,11,1286.6958070262056,0.8183073997497559,N/A,success,
GAA_Algorithm_1,R109,R1,8,1321.8460266452073,3.4585704803466797,N/A,success,
GAA_Algorithm_2,R109,R1,8,1172.1800291715338,0.1742568016052246,N/A,success,
GAA_Algorithm_3,R109,R1,14,1465.5156044052171,0.6659195423126221,N/A,success,
GAA_Algorithm_1,R110,R1,8,1412.3933888830386,3.0167465209960938,N/A,success,
GAA_Algorithm_2,R110,R1,8,1172.1800291715338,0.1730670928955078,N/A,success,
GAA_Algorithm_3,R110,R1,12,1367.8203693554192,0.7300512790679932,N/A,success,
GAA_Algorithm_1,R111,R1,8,1322.5107066669314,3.166640520095825,N/A,success,
GAA_Algorithm_2,R111,R1,8,1172.1800291715338,0.17583084106445312,N/A,success,
GAA_Algorithm_3,R111,R1,13,1328.948291065708,0.7173418998718262,N/A,success,
GAA_Algorithm_1,R112,R1,8,1400.8985781045903,3.957385540008545,N/A,success,
GAA_Algorithm_2,R112,R1,8,1172.1800291715338,0.17553353309631348,N/A,success,
GAA_Algorithm_3,R112,R1,11,1228.2957939133044,0.7523307800292969,N/A,success,
